Days Since March 17,County,Population,Total Sum Cases,New Cases per Day,Average Cases Per 7 Days,Average Daily Change in Cases Per 7 Days,Area of County,Number of MIP Charges
380,Adams,517885,51495,0,0,0,1167.65,0
381,Adams,517885,51642,147,0,0,1167.65,0
382,Adams,517885,51797,155,0,0,1167.65,0
383,Adams,517885,51910,113,0,0,1167.65,0
384,Adams,517885,51997,87,0,0,1167.65,0
385,Adams,517885,52098,101,0,0,1167.65,0
386,Adams,517885,52241,143,0,0,1167.65,0
387,Adams,517885,52421,180,132.28571428571428,25.714285714285715,1167.65,0
388,Adams,517885,52619,198,160.57142857142858,7.285714285714286,1167.65,0
389,Adams,517885,52761,142,159.85714285714286,-1.8571428571428572,1167.65,0
390,Adams,517885,52901,140,157.71428571428572,3.857142857142857,1167.65,0
391,Adams,517885,52997,96,155.28571428571428,1.2857142857142858,1167.65,0
392,Adams,517885,53153,156,165.14285714285714,7.857142857142857,1167.65,0
393,Adams,517885,53338,185,177.14285714285714,6.0,1167.65,0
394,Adams,517885,53483,145,177.42857142857142,-5.0,1167.65,0
395,Adams,517885,53703,220,183.14285714285714,3.142857142857143,1167.65,0
396,Adams,517885,53863,160,177.71428571428572,2.5714285714285716,1167.65,0
397,Adams,517885,54024,161,180.42857142857142,3.0,1167.65,0
398,Adams,517885,54131,107,175.71428571428572,1.5714285714285714,1167.65,0
399,Adams,517885,54321,190,189.14285714285714,4.857142857142857,1167.65,0
400,Adams,517885,54450,129,185.28571428571428,-8.0,1167.65,0
401,Adams,517885,54706,256,195.42857142857142,15.857142857142858,1167.65,0
402,Adams,517885,54888,182,200.71428571428572,-5.428571428571429,1167.65,0
403,Adams,517885,55142,254,205.57142857142858,13.428571428571429,1167.65,0
404,Adams,517885,55276,134,201.85714285714286,-3.857142857142857,1167.65,0
405,Adams,517885,55372,96,192.57142857142858,-1.5714285714285714,1167.65,0
406,Adams,517885,55572,200,205.85714285714286,1.4285714285714286,1167.65,0
407,Adams,517885,55682,110,194.42857142857142,-2.7142857142857144,1167.65,0
408,Adams,517885,56038,356,226.85714285714286,14.285714285714286,1167.65,0
409,Adams,517885,56204,166,214.0,-2.2857142857142856,1167.65,0
380,Alamosa,16181,1351,0,0,0,722.64,0
381,Alamosa,16181,1350,-1,0,0,722.64,0
382,Alamosa,16181,1349,-1,0,0,722.64,0
383,Alamosa,16181,1352,3,0,0,722.64,0
384,Alamosa,16181,1351,-1,0,0,722.64,0
385,Alamosa,16181,1355,4,0,0,722.64,0
386,Alamosa,16181,1360,5,0,0,722.64,0
387,Alamosa,16181,1368,8,2.4285714285714284,1.1428571428571428,722.64,0
388,Alamosa,16181,1380,12,4.142857142857143,1.8571428571428572,722.64,0
389,Alamosa,16181,1383,3,4.714285714285714,0.5714285714285714,722.64,0
390,Alamosa,16181,1385,2,5.142857142857143,-0.14285714285714285,722.64,0
391,Alamosa,16181,1388,3,5.142857142857143,0.5714285714285714,722.64,0
392,Alamosa,16181,1392,4,5.857142857142857,0.0,722.64,0
393,Alamosa,16181,1392,0,5.285714285714286,-0.7142857142857143,722.64,0
394,Alamosa,16181,1397,5,5.285714285714286,-0.42857142857142855,722.64,0
395,Alamosa,16181,1404,7,5.142857142857143,-0.7142857142857143,722.64,0
396,Alamosa,16181,1404,0,3.4285714285714284,-0.42857142857142855,722.64,0
397,Alamosa,16181,1409,5,3.7142857142857144,0.42857142857142855,722.64,0
398,Alamosa,16181,1411,2,3.7142857142857144,-0.14285714285714285,722.64,0
399,Alamosa,16181,1415,4,3.857142857142857,0.0,722.64,0
400,Alamosa,16181,1420,5,4.0,0.7142857142857143,722.64,0
401,Alamosa,16181,1423,3,4.428571428571429,-0.2857142857142857,722.64,0
402,Alamosa,16181,1429,6,4.571428571428571,-0.14285714285714285,722.64,0
403,Alamosa,16181,1429,0,3.5714285714285716,0.0,722.64,0
404,Alamosa,16181,1435,6,4.428571428571429,0.14285714285714285,722.64,0
405,Alamosa,16181,1437,2,4.0,0.0,722.64,0
406,Alamosa,16181,1438,1,3.857142857142857,-0.42857142857142855,722.64,0
407,Alamosa,16181,1443,5,4.0,0.0,722.64,0
408,Alamosa,16181,1447,4,3.857142857142857,0.14285714285714285,722.64,0
409,Alamosa,16181,1454,7,4.428571428571429,0.14285714285714285,722.64,0
380,Arapahoe,656822,52135,0,0,0,798.10,11
381,Arapahoe,656822,52279,144,0,0,798.10,11
382,Arapahoe,656822,52447,168,0,0,798.10,11
383,Arapahoe,656822,52580,133,0,0,798.10,11
384,Arapahoe,656822,52671,91,0,0,798.10,11
385,Arapahoe,656822,52789,118,0,0,798.10,11
386,Arapahoe,656822,53007,218,0,0,798.10,11
387,Arapahoe,656822,53228,221,156.14285714285714,31.571428571428573,798.10,11
388,Arapahoe,656822,53452,224,188.14285714285714,11.428571428571429,798.10,11
389,Arapahoe,656822,53612,160,190.42857142857142,-1.1428571428571428,798.10,11
390,Arapahoe,656822,53770,158,189.0,3.5714285714285716,798.10,11
391,Arapahoe,656822,53861,91,183.0,0.0,798.10,11
392,Arapahoe,656822,54078,217,201.0,14.142857142857142,798.10,11
393,Arapahoe,656822,54357,279,224.0,8.714285714285714,798.10,11
394,Arapahoe,656822,54530,173,217.57142857142858,-6.857142857142857,798.10,11
395,Arapahoe,656822,54795,265,223.85714285714286,5.857142857142857,798.10,11
396,Arapahoe,656822,54947,152,213.57142857142858,-1.1428571428571428,798.10,11
397,Arapahoe,656822,55108,161,213.71428571428572,0.42857142857142855,798.10,11
398,Arapahoe,656822,55192,84,203.14285714285714,-1.0,798.10,11
399,Arapahoe,656822,55432,240,224.42857142857142,3.2857142857142856,798.10,11
400,Arapahoe,656822,55595,163,216.71428571428572,-16.571428571428573,798.10,11
401,Arapahoe,656822,55891,296,219.14285714285714,17.571428571428573,798.10,11
402,Arapahoe,656822,56154,263,232.0,-0.2857142857142857,798.10,11
403,Arapahoe,656822,56380,226,226.42857142857142,10.571428571428571,798.10,11
404,Arapahoe,656822,56577,197,232.85714285714286,5.142857142857143,798.10,11
405,Arapahoe,656822,56709,132,228.71428571428572,6.857142857142857,798.10,11
406,Arapahoe,656822,56966,257,253.42857142857142,2.4285714285714284,798.10,11
407,Arapahoe,656822,57089,123,236.71428571428572,-5.714285714285714,798.10,11
408,Arapahoe,656822,57412,323,259.57142857142856,3.857142857142857,798.10,11
409,Arapahoe,656822,57632,220,248.71428571428572,-6.142857142857143,798.10,11
380,Archuleta,14002,749,0,0,0,1350.18,0
381,Archuleta,14002,754,5,0,0,1350.18,0
382,Archuleta,14002,757,3,0,0,1350.18,0
383,Archuleta,14002,764,7,0,0,1350.18,0
384,Archuleta,14002,764,0,0,0,1350.18,0
385,Archuleta,14002,770,6,0,0,1350.18,0
386,Archuleta,14002,774,4,0,0,1350.18,0
387,Archuleta,14002,776,2,3.857142857142857,0.2857142857142857,1350.18,0
388,Archuleta,14002,784,8,5.0,0.42857142857142855,1350.18,0
389,Archuleta,14002,794,10,5.714285714285714,1.0,1350.18,0
390,Archuleta,14002,797,3,5.714285714285714,-0.5714285714285714,1350.18,0
391,Archuleta,14002,799,2,5.0,0.2857142857142857,1350.18,0
392,Archuleta,14002,799,0,5.0,-0.8571428571428571,1350.18,0
393,Archuleta,14002,814,15,6.285714285714286,1.5714285714285714,1350.18,0
394,Archuleta,14002,820,6,6.571428571428571,0.5714285714285714,1350.18,0
395,Archuleta,14002,824,4,6.857142857142857,-0.5714285714285714,1350.18,0
396,Archuleta,14002,839,15,7.857142857142857,0.7142857142857143,1350.18,0
397,Archuleta,14002,847,8,7.571428571428571,0.7142857142857143,1350.18,0
398,Archuleta,14002,846,-1,7.0,-0.42857142857142855,1350.18,0
399,Archuleta,14002,851,5,7.428571428571429,0.7142857142857143,1350.18,0
400,Archuleta,14002,863,12,9.142857142857142,-0.42857142857142855,1350.18,0
401,Archuleta,14002,865,2,7.285714285714286,-0.5714285714285714,1350.18,0
402,Archuleta,14002,873,8,7.571428571428571,0.5714285714285714,1350.18,0
403,Archuleta,14002,879,6,7.857142857142857,-1.2857142857142858,1350.18,0
404,Archuleta,14002,880,1,5.857142857142857,-1.0,1350.18,0
405,Archuleta,14002,881,1,4.857142857142857,0.2857142857142857,1350.18,0
406,Archuleta,14002,892,11,6.571428571428571,0.8571428571428571,1350.18,0
407,Archuleta,14002,894,2,6.142857142857143,-1.4285714285714286,1350.18,0
408,Archuleta,14002,898,4,5.0,0.2857142857142857,1350.18,0
409,Archuleta,14002,898,0,4.714285714285714,-1.1428571428571428,1350.18,0
380,Baca,3556,278,0,0,0,2554.97,0
381,Baca,3556,278,0,0,0,2554.97,0
382,Baca,3556,278,0,0,0,2554.97,0
383,Baca,3556,278,0,0,0,2554.97,0
384,Baca,3556,278,0,0,0,2554.97,0
385,Baca,3556,278,0,0,0,2554.97,0
386,Baca,3556,278,0,0,0,2554.97,0
387,Baca,3556,278,0,0.0,0.0,2554.97,0
388,Baca,3556,278,0,0.0,0.0,2554.97,0
389,Baca,3556,278,0,0.0,0.0,2554.97,0
390,Baca,3556,278,0,0.0,0.0,2554.97,0
391,Baca,3556,278,0,0.0,0.0,2554.97,0
392,Baca,3556,278,0,0.0,0.0,2554.97,0
393,Baca,3556,278,0,0.0,0.0,2554.97,0
394,Baca,3556,278,0,0.0,0.0,2554.97,0
395,Baca,3556,278,0,0.0,0.0,2554.97,0
396,Baca,3556,278,0,0.0,0.0,2554.97,0
397,Baca,3556,278,0,0.0,0.0,2554.97,0
398,Baca,3556,278,0,0.0,0.0,2554.97,0
399,Baca,3556,278,0,0.0,0.0,2554.97,0
400,Baca,3556,279,1,0.14285714285714285,0.14285714285714285,2554.97,0
401,Baca,3556,280,1,0.2857142857142857,0.14285714285714285,2554.97,0
402,Baca,3556,281,1,0.42857142857142855,0.14285714285714285,2554.97,0
403,Baca,3556,280,-1,0.2857142857142857,-0.14285714285714285,2554.97,0
404,Baca,3556,280,0,0.2857142857142857,0.0,2554.97,0
405,Baca,3556,280,0,0.2857142857142857,0.0,2554.97,0
406,Baca,3556,280,0,0.2857142857142857,0.0,2554.97,0
407,Baca,3556,286,6,1.1428571428571428,0.7142857142857143,2554.97,0
408,Baca,3556,287,1,1.1428571428571428,0.0,2554.97,0
409,Baca,3556,288,1,1.1428571428571428,0.0,2554.97,0
380,Bent,5798,1483,0,0,0,1512.86,0
381,Bent,5798,1483,0,0,0,1512.86,0
382,Bent,5798,1483,0,0,0,1512.86,0
383,Bent,5798,1483,0,0,0,1512.86,0
384,Bent,5798,1483,0,0,0,1512.86,0
385,Bent,5798,1485,2,0,0,1512.86,0
386,Bent,5798,1485,0,0,0,1512.86,0
387,Bent,5798,1485,0,0.2857142857142857,0.0,1512.86,0
388,Bent,5798,1485,0,0.2857142857142857,0.0,1512.86,0
389,Bent,5798,1487,2,0.5714285714285714,0.2857142857142857,1512.86,0
390,Bent,5798,1487,0,0.5714285714285714,0.0,1512.86,0
391,Bent,5798,1487,0,0.5714285714285714,0.0,1512.86,0
392,Bent,5798,1487,0,0.5714285714285714,-0.2857142857142857,1512.86,0
393,Bent,5798,1487,0,0.2857142857142857,0.0,1512.86,0
394,Bent,5798,1487,0,0.2857142857142857,0.0,1512.86,0
395,Bent,5798,1487,0,0.2857142857142857,0.0,1512.86,0
396,Bent,5798,1487,0,0.2857142857142857,-0.2857142857142857,1512.86,0
397,Bent,5798,1487,0,0.0,0.0,1512.86,0
398,Bent,5798,1487,0,0.0,0.0,1512.86,0
399,Bent,5798,1487,0,0.0,0.0,1512.86,0
400,Bent,5798,1487,0,0.0,0.0,1512.86,0
401,Bent,5798,1488,1,0.14285714285714285,0.14285714285714285,1512.86,0
402,Bent,5798,1490,2,0.42857142857142855,0.2857142857142857,1512.86,0
403,Bent,5798,1491,1,0.5714285714285714,0.14285714285714285,1512.86,0
404,Bent,5798,1506,15,2.7142857142857144,2.142857142857143,1512.86,0
405,Bent,5798,1510,4,3.2857142857142856,0.5714285714285714,1512.86,0
406,Bent,5798,1513,3,3.7142857142857144,0.42857142857142855,1512.86,0
407,Bent,5798,1513,0,3.7142857142857144,0.0,1512.86,0
408,Bent,5798,1520,7,4.714285714285714,0.8571428571428571,1512.86,0
409,Bent,5798,1522,2,4.857142857142857,0.0,1512.86,0
380,Boulder,327164,20668,0,0,0,726.29,43
381,Boulder,327164,20761,93,0,0,726.29,43
382,Boulder,327164,20861,100,0,0,726.29,43
383,Boulder,327164,20949,88,0,0,726.29,43
384,Boulder,327164,21018,69,0,0,726.29,43
385,Boulder,327164,21071,53,0,0,726.29,43
386,Boulder,327164,21173,102,0,0,726.29,43
387,Boulder,327164,21272,99,86.28571428571429,14.142857142857142,726.29,43
388,Boulder,327164,21379,107,101.57142857142857,2.0,726.29,43
389,Boulder,327164,21428,49,95.28571428571429,-7.285714285714286,726.29,43
390,Boulder,327164,21477,49,88.0,-5.571428571428571,726.29,43
391,Boulder,327164,21518,41,81.28571428571429,-4.0,726.29,43
392,Boulder,327164,21643,125,89.28571428571429,10.285714285714286,726.29,43
393,Boulder,327164,21723,80,93.14285714285714,-3.142857142857143,726.29,43
394,Boulder,327164,21772,49,85.57142857142857,-7.142857142857143,726.29,43
395,Boulder,327164,21897,125,89.28571428571429,2.5714285714285716,726.29,43
396,Boulder,327164,21968,71,84.14285714285714,3.142857142857143,726.29,43
397,Boulder,327164,22007,39,82.71428571428571,-1.4285714285714286,726.29,43
398,Boulder,327164,22041,34,80.57142857142857,-1.0,726.29,43
399,Boulder,327164,22128,87,87.14285714285714,-5.428571428571429,726.29,43
400,Boulder,327164,22191,63,78.28571428571429,-2.4285714285714284,726.29,43
401,Boulder,327164,22309,118,83.71428571428571,9.857142857142858,726.29,43
402,Boulder,327164,22394,85,88.85714285714286,-5.714285714285714,726.29,43
403,Boulder,327164,22485,91,84.0,2.857142857142857,726.29,43
404,Boulder,327164,22536,51,81.14285714285714,1.7142857142857142,726.29,43
405,Boulder,327164,22573,37,80.85714285714286,0.42857142857142855,726.29,43
406,Boulder,327164,22646,73,86.42857142857143,-2.0,726.29,43
407,Boulder,327164,22669,23,77.28571428571429,-5.714285714285714,726.29,43
408,Boulder,327164,22769,100,82.57142857142857,-2.5714285714285716,726.29,43
409,Boulder,327164,22855,86,78.0,0.14285714285714285,726.29,43
380,Broomfield,70762,4203,0,0,0,33.03,0
381,Broomfield,70762,4215,12,0,0,33.03,0
382,Broomfield,70762,4231,16,0,0,33.03,0
383,Broomfield,70762,4246,15,0,0,33.03,0
384,Broomfield,70762,4258,12,0,0,33.03,0
385,Broomfield,70762,4275,17,0,0,33.03,0
386,Broomfield,70762,4282,7,0,0,33.03,0
387,Broomfield,70762,4312,30,15.571428571428571,4.285714285714286,33.03,0
388,Broomfield,70762,4328,16,17.857142857142858,0.5714285714285714,33.03,0
389,Broomfield,70762,4335,7,17.142857142857142,-1.2857142857142858,33.03,0
390,Broomfield,70762,4341,6,15.714285714285714,-1.2857142857142858,33.03,0
391,Broomfield,70762,4358,17,16.0,0.7142857142857143,33.03,0
392,Broomfield,70762,4376,18,16.857142857142858,0.14285714285714285,33.03,0
393,Broomfield,70762,4390,14,16.428571428571427,1.0,33.03,0
394,Broomfield,70762,4401,11,17.0,-2.7142857142857144,33.03,0
395,Broomfield,70762,4439,38,18.142857142857142,3.142857142857143,33.03,0
396,Broomfield,70762,4452,13,17.714285714285715,0.8571428571428571,33.03,0
397,Broomfield,70762,4464,12,18.428571428571427,0.8571428571428571,33.03,0
398,Broomfield,70762,4469,5,18.285714285714285,-1.7142857142857142,33.03,0
399,Broomfield,70762,4499,30,20.142857142857142,1.7142857142857142,33.03,0
400,Broomfield,70762,4501,2,17.857142857142858,-1.7142857142857142,33.03,0
401,Broomfield,70762,4528,27,19.714285714285715,2.2857142857142856,33.03,0
402,Broomfield,70762,4547,19,20.857142857142858,-2.7142857142857144,33.03,0
403,Broomfield,70762,4569,22,18.571428571428573,1.2857142857142858,33.03,0
404,Broomfield,70762,4586,17,19.142857142857142,0.7142857142857143,33.03,0
405,Broomfield,70762,4597,11,19.0,0.8571428571428571,33.03,0
406,Broomfield,70762,4621,24,21.714285714285715,-0.8571428571428571,33.03,0
407,Broomfield,70762,4628,7,18.428571428571427,0.7142857142857143,33.03,0
408,Broomfield,70762,4648,20,21.0,-1.0,33.03,0
409,Broomfield,70762,4665,17,19.571428571428573,-0.2857142857142857,33.03,0
380,Chaffee,20361,1504,0,0,0,1013.40,0
381,Chaffee,20361,1505,1,0,0,1013.40,0
382,Chaffee,20361,1508,3,0,0,1013.40,0
383,Chaffee,20361,1510,2,0,0,1013.40,0
384,Chaffee,20361,1516,6,0,0,1013.40,0
385,Chaffee,20361,1516,0,0,0,1013.40,0
386,Chaffee,20361,1523,7,0,0,1013.40,0
387,Chaffee,20361,1530,7,3.7142857142857144,1.0,1013.40,0
388,Chaffee,20361,1532,2,4.0,0.14285714285714285,1013.40,0
389,Chaffee,20361,1532,0,3.857142857142857,-0.42857142857142855,1013.40,0
390,Chaffee,20361,1540,8,4.571428571428571,0.8571428571428571,1013.40,0
391,Chaffee,20361,1542,2,4.571428571428571,-0.5714285714285714,1013.40,0
392,Chaffee,20361,1547,5,4.428571428571429,0.7142857142857143,1013.40,0
393,Chaffee,20361,1550,3,4.857142857142857,-0.5714285714285714,1013.40,0
394,Chaffee,20361,1555,5,4.571428571428571,-0.2857142857142857,1013.40,0
395,Chaffee,20361,1556,1,3.7142857142857144,-0.14285714285714285,1013.40,0
396,Chaffee,20361,1556,0,3.4285714285714284,0.0,1013.40,0
397,Chaffee,20361,1559,3,3.857142857142857,-0.7142857142857143,1013.40,0
398,Chaffee,20361,1559,0,2.7142857142857144,-0.2857142857142857,1013.40,0
399,Chaffee,20361,1563,4,3.0,-0.14285714285714285,1013.40,0
400,Chaffee,20361,1586,23,5.571428571428571,2.857142857142857,1013.40,0
401,Chaffee,20361,1590,4,5.714285714285714,-0.14285714285714285,1013.40,0
402,Chaffee,20361,1592,2,5.285714285714286,0.14285714285714285,1013.40,0
403,Chaffee,20361,1596,4,5.714285714285714,0.5714285714285714,1013.40,0
404,Chaffee,20361,1597,1,5.857142857142857,-0.2857142857142857,1013.40,0
405,Chaffee,20361,1599,2,5.714285714285714,0.2857142857142857,1013.40,0
406,Chaffee,20361,1601,2,6.0,-0.2857142857142857,1013.40,0
407,Chaffee,20361,1606,5,6.142857142857143,-2.5714285714285716,1013.40,0
408,Chaffee,20361,1616,10,4.285714285714286,0.8571428571428571,1013.40,0
409,Chaffee,20361,1626,10,5.142857142857143,1.1428571428571428,1013.40,0
380,Cheyenne,1825,125,0,0,0,1778.28,0
381,Cheyenne,1825,125,0,0,0,1778.28,0
382,Cheyenne,1825,126,1,0,0,1778.28,0
383,Cheyenne,1825,126,0,0,0,1778.28,0
384,Cheyenne,1825,126,0,0,0,1778.28,0
385,Cheyenne,1825,126,0,0,0,1778.28,0
386,Cheyenne,1825,126,0,0,0,1778.28,0
387,Cheyenne,1825,126,0,0.14285714285714285,0.0,1778.28,0
388,Cheyenne,1825,126,0,0.14285714285714285,0.0,1778.28,0
389,Cheyenne,1825,126,0,0.14285714285714285,-0.14285714285714285,1778.28,0
390,Cheyenne,1825,126,0,0.0,0.0,1778.28,0
391,Cheyenne,1825,126,0,0.0,0.0,1778.28,0
392,Cheyenne,1825,127,1,0.14285714285714285,0.14285714285714285,1778.28,0
393,Cheyenne,1825,127,0,0.14285714285714285,0.0,1778.28,0
394,Cheyenne,1825,127,0,0.14285714285714285,0.0,1778.28,0
395,Cheyenne,1825,127,0,0.14285714285714285,0.0,1778.28,0
396,Cheyenne,1825,127,0,0.14285714285714285,0.0,1778.28,0
397,Cheyenne,1825,127,0,0.14285714285714285,0.0,1778.28,0
398,Cheyenne,1825,127,0,0.14285714285714285,0.0,1778.28,0
399,Cheyenne,1825,127,0,0.14285714285714285,-0.14285714285714285,1778.28,0
400,Cheyenne,1825,128,1,0.14285714285714285,0.14285714285714285,1778.28,0
401,Cheyenne,1825,128,0,0.14285714285714285,0.0,1778.28,0
402,Cheyenne,1825,128,0,0.14285714285714285,0.0,1778.28,0
403,Cheyenne,1825,128,0,0.14285714285714285,0.0,1778.28,0
404,Cheyenne,1825,128,0,0.14285714285714285,0.0,1778.28,0
405,Cheyenne,1825,128,0,0.14285714285714285,0.0,1778.28,0
406,Cheyenne,1825,128,0,0.14285714285714285,0.0,1778.28,0
407,Cheyenne,1825,128,0,0.14285714285714285,-0.14285714285714285,1778.28,0
408,Cheyenne,1825,127,-1,-0.14285714285714285,-0.14285714285714285,1778.28,0
409,Cheyenne,1825,127,0,-0.14285714285714285,0.0,1778.28,0
380,Clear Creek,9740,403,0,0,0,395.23,0
381,Clear Creek,9740,405,2,0,0,395.23,0
382,Clear Creek,9740,405,0,0,0,395.23,0
383,Clear Creek,9740,406,1,0,0,395.23,0
384,Clear Creek,9740,409,3,0,0,395.23,0
385,Clear Creek,9740,410,1,0,0,395.23,0
386,Clear Creek,9740,410,0,0,0,395.23,0
387,Clear Creek,9740,411,1,1.1428571428571428,0.14285714285714285,395.23,0
388,Clear Creek,9740,417,6,2.0,0.5714285714285714,395.23,0
389,Clear Creek,9740,418,1,1.8571428571428572,0.14285714285714285,395.23,0
390,Clear Creek,9740,420,2,2.142857142857143,0.14285714285714285,395.23,0
391,Clear Creek,9740,420,0,2.0,-0.42857142857142855,395.23,0
392,Clear Creek,9740,420,0,1.5714285714285714,-0.14285714285714285,395.23,0
393,Clear Creek,9740,420,0,1.4285714285714286,0.0,395.23,0
394,Clear Creek,9740,428,8,2.5714285714285716,1.0,395.23,0
395,Clear Creek,9740,429,1,2.5714285714285716,-0.7142857142857143,395.23,0
396,Clear Creek,9740,430,1,1.8571428571428572,0.0,395.23,0
397,Clear Creek,9740,430,0,1.7142857142857142,-0.2857142857142857,395.23,0
398,Clear Creek,9740,430,0,1.4285714285714286,0.0,395.23,0
399,Clear Creek,9740,431,1,1.5714285714285714,0.14285714285714285,395.23,0
400,Clear Creek,9740,431,0,1.5714285714285714,0.0,395.23,0
401,Clear Creek,9740,431,0,1.5714285714285714,-1.1428571428571428,395.23,0
402,Clear Creek,9740,431,0,0.42857142857142855,-0.14285714285714285,395.23,0
403,Clear Creek,9740,432,1,0.42857142857142855,0.0,395.23,0
404,Clear Creek,9740,432,0,0.2857142857142857,0.0,395.23,0
405,Clear Creek,9740,432,0,0.2857142857142857,0.0,395.23,0
406,Clear Creek,9740,433,1,0.42857142857142855,0.0,395.23,0
407,Clear Creek,9740,434,1,0.42857142857142855,0.14285714285714285,395.23,0
408,Clear Creek,9740,434,0,0.42857142857142855,0.0,395.23,0
409,Clear Creek,9740,435,1,0.5714285714285714,0.14285714285714285,395.23,0
380,Conejos,8161,460,0,0,0,1287.39,0
381,Conejos,8161,461,1,0,0,1287.39,0
382,Conejos,8161,461,0,0,0,1287.39,0
383,Conejos,8161,462,1,0,0,1287.39,0
384,Conejos,8161,462,0,0,0,1287.39,0
385,Conejos,8161,464,2,0,0,1287.39,0
386,Conejos,8161,465,1,0,0,1287.39,0
387,Conejos,8161,466,1,0.8571428571428571,0.14285714285714285,1287.39,0
388,Conejos,8161,467,1,1.0,0.0,1287.39,0
389,Conejos,8161,469,2,1.1428571428571428,0.2857142857142857,1287.39,0
390,Conejos,8161,469,0,1.1428571428571428,-0.14285714285714285,1287.39,0
391,Conejos,8161,469,0,1.0,0.0,1287.39,0
392,Conejos,8161,471,2,1.2857142857142858,0.0,1287.39,0
393,Conejos,8161,472,1,1.1428571428571428,0.0,1287.39,0
394,Conejos,8161,474,2,1.2857142857142858,0.14285714285714285,1287.39,0
395,Conejos,8161,474,0,1.1428571428571428,-0.14285714285714285,1287.39,0
396,Conejos,8161,476,2,1.2857142857142858,0.0,1287.39,0
397,Conejos,8161,477,1,1.1428571428571428,0.14285714285714285,1287.39,0
398,Conejos,8161,479,2,1.4285714285714286,0.2857142857142857,1287.39,0
399,Conejos,8161,486,7,2.4285714285714284,0.7142857142857143,1287.39,0
400,Conejos,8161,487,1,2.2857142857142856,0.0,1287.39,0
401,Conejos,8161,493,6,3.0,0.5714285714285714,1287.39,0
402,Conejos,8161,494,1,2.857142857142857,0.14285714285714285,1287.39,0
403,Conejos,8161,496,2,3.142857142857143,0.0,1287.39,0
404,Conejos,8161,497,1,3.0,0.0,1287.39,0
405,Conejos,8161,498,1,3.0,-0.14285714285714285,1287.39,0
406,Conejos,8161,499,1,2.857142857142857,-0.8571428571428571,1287.39,0
407,Conejos,8161,500,1,2.0,0.0,1287.39,0
408,Conejos,8161,506,6,2.7142857142857144,0.0,1287.39,0
409,Conejos,8161,508,2,2.142857142857143,0.14285714285714285,1287.39,0
380,Costilla,3872,203,0,0,0,1226.95,0
381,Costilla,3872,203,0,0,0,1226.95,0
382,Costilla,3872,203,0,0,0,1226.95,0
383,Costilla,3872,204,1,0,0,1226.95,0
384,Costilla,3872,204,0,0,0,1226.95,0
385,Costilla,3872,204,0,0,0,1226.95,0
386,Costilla,3872,205,1,0,0,1226.95,0
387,Costilla,3872,205,0,0.2857142857142857,0.0,1226.95,0
388,Costilla,3872,205,0,0.2857142857142857,0.0,1226.95,0
389,Costilla,3872,205,0,0.2857142857142857,0.0,1226.95,0
390,Costilla,3872,205,0,0.2857142857142857,-0.14285714285714285,1226.95,0
391,Costilla,3872,205,0,0.14285714285714285,0.0,1226.95,0
392,Costilla,3872,205,0,0.14285714285714285,0.0,1226.95,0
393,Costilla,3872,205,0,0.14285714285714285,-0.14285714285714285,1226.95,0
394,Costilla,3872,205,0,0.0,0.0,1226.95,0
395,Costilla,3872,205,0,0.0,0.0,1226.95,0
396,Costilla,3872,205,0,0.0,0.0,1226.95,0
397,Costilla,3872,205,0,0.0,0.0,1226.95,0
398,Costilla,3872,205,0,0.0,0.0,1226.95,0
399,Costilla,3872,205,0,0.0,0.0,1226.95,0
400,Costilla,3872,205,0,0.0,0.0,1226.95,0
401,Costilla,3872,206,1,0.14285714285714285,0.14285714285714285,1226.95,0
402,Costilla,3872,207,1,0.2857142857142857,0.14285714285714285,1226.95,0
403,Costilla,3872,207,0,0.2857142857142857,0.0,1226.95,0
404,Costilla,3872,207,0,0.2857142857142857,0.0,1226.95,0
405,Costilla,3872,207,0,0.2857142857142857,0.0,1226.95,0
406,Costilla,3872,207,0,0.2857142857142857,0.0,1226.95,0
407,Costilla,3872,208,1,0.42857142857142855,0.14285714285714285,1226.95,0
408,Costilla,3872,208,0,0.42857142857142855,-0.14285714285714285,1226.95,0
409,Costilla,3872,208,0,0.2857142857142857,-0.14285714285714285,1226.95,0
380,Crowley,6032,2141,0,0,0,787.42,0
381,Crowley,6032,2144,3,0,0,787.42,0
382,Crowley,6032,2145,1,0,0,787.42,0
383,Crowley,6032,2145,0,0,0,787.42,0
384,Crowley,6032,2145,0,0,0,787.42,0
385,Crowley,6032,2145,0,0,0,787.42,0
386,Crowley,6032,2144,-1,0,0,787.42,0
387,Crowley,6032,2144,0,0.42857142857142855,0.0,787.42,0
388,Crowley,6032,2148,4,1.0,0.14285714285714285,787.42,0
389,Crowley,6032,2152,4,1.1428571428571428,0.42857142857142855,787.42,0
390,Crowley,6032,2153,1,1.1428571428571428,0.14285714285714285,787.42,0
391,Crowley,6032,2153,0,1.1428571428571428,0.0,787.42,0
392,Crowley,6032,2153,0,1.1428571428571428,0.0,787.42,0
393,Crowley,6032,2154,1,1.2857142857142858,0.2857142857142857,787.42,0
394,Crowley,6032,2154,0,1.4285714285714286,0.0,787.42,0
395,Crowley,6032,2154,0,1.4285714285714286,-0.5714285714285714,787.42,0
396,Crowley,6032,2154,0,0.8571428571428571,-0.5714285714285714,787.42,0
397,Crowley,6032,2154,0,0.2857142857142857,-0.14285714285714285,787.42,0
